deal_id,company_id,rep_id,deal_name,product,deal_value,stage,probability,created_date,close_date,expected_close_date,loss_reason,deal_velocity_days,weighted_value
D00544,C0465,R003,PipelineIQ Pro — Deal 0544,PipelineIQ Pro,28377.74,Proposal,50,2023-04-15,,2023-06-07,,,14188.87
D00545,C0249,R004,PipelineIQ Pro — Deal 0545,PipelineIQ Pro,48440.82,Prospecting,10,2023-10-21,,2023-10-28,,,4844.08
D00546,C0094,R002,PipelineIQ Pro — Deal 0546,PipelineIQ Pro,34985.63,Qualification,25,2023-11-27,,2024-01-22,,,8746.41
D00547,C0292,R005,PipelineIQ Starter — Deal 0547,PipelineIQ Starter,12369.68,Closed Lost,0,2024-09-01,2024-10-09,,Poor fit,38.0,0.0
D00548,C0085,R001,PipelineIQ Starter — Deal 0548,PipelineIQ Starter,14956.71,Qualification,25,2023-03-10,,2023-04-13,,,3739.18
D00549,C0027,R002,PipelineIQ Pro — Deal 0549,PipelineIQ Pro,44684.25,Closed Lost,0,2023-01-27,2023-02-24,,Project cancelled,28.0,0.0
D00550,C0211,R002,PipelineIQ Enterprise — Deal 0550,PipelineIQ Enterprise,142148.36,Closed Won,100,2023-04-19,2023-05-01,,,12.0,142148.36
D00551,C0322,R001,PipelineIQ Starter — Deal 0551,PipelineIQ Starter,13410.27,Negotiation,75,2024-10-07,,2024-12-31,,,10057.7
D00552,C0351,R005,PipelineIQ Pro — Deal 0552,PipelineIQ Pro,18327.73,Closed Lost,0,2023-03-27,2023-04-27,,No budget,31.0,0.0
D00553,C0230,R005,PipelineIQ Enterprise — Deal 0553,PipelineIQ Enterprise,200185.13,Proposal,50,2024-05-31,,2024-08-14,,,100092.57
D00554,C0258,R004,PipelineIQ Starter — Deal 0554,PipelineIQ Starter,13974.47,Prospecting,10,2023-01-23,,2023-04-02,,,1397.45
D00555,C0497,R005,PipelineIQ Enterprise — Deal 0555,PipelineIQ Enterprise,167529.48,Qualification,25,2023-02-01,,2023-02-11,,,41882.37
D00556,C0083,R003,PipelineIQ Enterprise — Deal 0556,PipelineIQ Enterprise,235615.15,Closed Won,100,2024-07-01,2024-07-19,,,18.0,235615.15
D00557,C0378,R003,PipelineIQ Starter — Deal 0557,PipelineIQ Starter,9512.91,Closed Won,100,2024-06-18,2024-08-23,,,66.0,9512.91
D00558,C0478,R005,PipelineIQ Starter — Deal 0558,PipelineIQ Starter,10710.88,Qualification,25,2024-01-18,,2024-03-15,,,2677.72
D00559,C0024,R001,PipelineIQ Starter — Deal 0559,PipelineIQ Starter,10391.0,Prospecting,10,2023-09-23,,2023-12-02,,,1039.1
D00560,C0195,R001,PipelineIQ Pro — Deal 0560,PipelineIQ Pro,31600.77,Proposal,50,2023-07-04,,2023-07-29,,,15800.39
D00561,C0044,R001,PipelineIQ Enterprise — Deal 0561,PipelineIQ Enterprise,67025.61,Proposal,50,2024-10-25,,2025-01-19,,,33512.81
D00562,C0308,R005,PipelineIQ Starter — Deal 0562,PipelineIQ Starter,10108.98,Proposal,50,2023-10-04,,2023-10-26,,,5054.49
D00563,C0386,R002,PipelineIQ Enterprise — Deal 0563,PipelineIQ Enterprise,134694.9,Closed Won,100,2024-04-19,2024-07-21,,,93.0,134694.9
D00564,C0137,R004,PipelineIQ Pro — Deal 0564,PipelineIQ Pro,35250.86,Closed Lost,0,2024-11-11,2024-12-31,,Price too high,50.0,0.0
D00565,C0405,R001,PipelineIQ Starter — Deal 0565,PipelineIQ Starter,10888.42,Qualification,25,2023-09-22,,2023-10-04,,,2722.11
D00566,C0329,R001,PipelineIQ Enterprise — Deal 0566,PipelineIQ Enterprise,134704.56,Qualification,25,2024-05-21,,2024-07-31,,,33676.14
D00567,C0171,R005,PipelineIQ Starter — Deal 0567,PipelineIQ Starter,6770.29,Qualification,25,2024-07-25,,2024-08-23,,,1692.57
D00568,C0344,R004,PipelineIQ Enterprise — Deal 0568,PipelineIQ Enterprise,125477.37,Prospecting,10,2024-08-17,,2024-11-10,,,12547.74
D00569,C0360,R001,PipelineIQ Enterprise — Deal 0569,PipelineIQ Enterprise,129631.64,Qualification,25,2024-09-11,,2024-11-04,,,32407.91
D00570,C0369,R004,PipelineIQ Enterprise — Deal 0570,PipelineIQ Enterprise,106608.0,Proposal,50,2024-07-13,,2024-08-14,,,53304.0
D00571,C0160,R003,PipelineIQ Pro — Deal 0571,PipelineIQ Pro,47744.48,Qualification,25,2024-04-08,,2024-06-13,,,11936.12
D00572,C0198,R005,PipelineIQ Starter — Deal 0572,PipelineIQ Starter,5647.6,Prospecting,10,2023-12-13,,2023-12-27,,,564.76
D00573,C0209,R005,PipelineIQ Starter — Deal 0573,PipelineIQ Starter,6598.07,Closed Lost,0,2023-09-06,2023-12-21,,No decision made,106.0,0.0
D00574,C0137,R005,PipelineIQ Pro — Deal 0574,PipelineIQ Pro,33991.69,Prospecting,10,2024-08-10,,2024-09-08,,,3399.17
D00575,C0451,R002,PipelineIQ Enterprise — Deal 0575,PipelineIQ Enterprise,130026.11,Negotiation,75,2024-09-20,,2024-09-26,,,97519.58
D00576,C0228,R004,PipelineIQ Pro — Deal 0576,PipelineIQ Pro,19811.08,Qualification,25,2023-06-04,,2023-08-11,,,4952.77
D00577,C0154,R005,PipelineIQ Enterprise — Deal 0577,PipelineIQ Enterprise,165150.05,Qualification,25,2023-03-06,,2023-03-18,,,41287.51
D00578,C0339,R005,PipelineIQ Starter — Deal 0578,PipelineIQ Starter,7144.52,Closed Won,100,2023-09-12,2023-10-28,,,46.0,7144.52
D00579,C0120,R002,PipelineIQ Enterprise — Deal 0579,PipelineIQ Enterprise,178019.4,Prospecting,10,2024-02-22,,2024-03-07,,,17801.94
D00580,C0128,R001,PipelineIQ Starter — Deal 0580,PipelineIQ Starter,9751.1,Qualification,25,2023-12-16,,2024-01-09,,,2437.78
D00581,C0171,R005,PipelineIQ Starter — Deal 0581,PipelineIQ Starter,14183.51,Qualification,25,2023-04-07,,2023-05-29,,,3545.88
D00582,C0075,R003,PipelineIQ Enterprise — Deal 0582,PipelineIQ Enterprise,54386.17,Prospecting,10,2023-11-06,,2024-01-09,,,5438.62
D00583,C0447,R003,PipelineIQ Pro — Deal 0583,PipelineIQ Pro,19359.93,Prospecting,10,2024-10-27,,2024-11-01,,,1935.99
D00584,C0433,R005,PipelineIQ Starter — Deal 0584,PipelineIQ Starter,11970.15,Qualification,25,2024-03-02,,2024-04-23,,,2992.54
D00585,C0359,R001,PipelineIQ Starter — Deal 0585,PipelineIQ Starter,9700.46,Negotiation,75,2024-06-12,,2024-06-29,,,7275.34
D00586,C0280,R005,PipelineIQ Pro — Deal 0586,PipelineIQ Pro,35809.15,Proposal,50,2024-10-07,,2024-10-13,,,17904.58
D00587,C0075,R004,PipelineIQ Enterprise — Deal 0587,PipelineIQ Enterprise,241285.22,Negotiation,75,2024-04-17,,2024-06-27,,,180963.92
D00588,C0404,R004,PipelineIQ Starter — Deal 0588,PipelineIQ Starter,7714.99,Qualification,25,2024-06-13,,2024-06-27,,,1928.75
D00589,C0485,R004,PipelineIQ Starter — Deal 0589,PipelineIQ Starter,13397.35,Proposal,50,2024-10-03,,2024-11-21,,,6698.68
D00590,C0358,R005,PipelineIQ Pro — Deal 0590,PipelineIQ Pro,34107.03,Proposal,50,2024-09-24,,2024-10-26,,,17053.51
D00591,C0196,R004,PipelineIQ Enterprise — Deal 0591,PipelineIQ Enterprise,129165.51,Proposal,50,2023-11-16,,2024-01-20,,,64582.75
D00592,C0302,R001,PipelineIQ Enterprise — Deal 0592,PipelineIQ Enterprise,112470.06,Closed Won,100,2023-12-02,2024-01-15,,,44.0,112470.06
D00593,C0315,R001,PipelineIQ Pro — Deal 0593,PipelineIQ Pro,49261.37,Closed Won,100,2023-04-24,2023-05-10,,,16.0,49261.37
D00594,C0185,R001,PipelineIQ Starter — Deal 0594,PipelineIQ Starter,12223.82,Negotiation,75,2024-12-04,,2025-02-04,,,9167.86
D00595,C0037,R001,PipelineIQ Starter — Deal 0595,PipelineIQ Starter,11969.91,Qualification,25,2023-12-26,,2024-01-10,,,2992.48
D00596,C0276,R001,PipelineIQ Pro — Deal 0596,PipelineIQ Pro,17751.22,Negotiation,75,2023-08-21,,2023-11-06,,,13313.42
D00597,C0500,R003,PipelineIQ Enterprise — Deal 0597,PipelineIQ Enterprise,211500.78,Qualification,25,2023-09-12,,2023-11-04,,,52875.19
D00598,C0191,R005,PipelineIQ Enterprise — Deal 0598,PipelineIQ Enterprise,179523.7,Prospecting,10,2023-09-24,,2023-11-05,,,17952.37
D00599,C0336,R001,PipelineIQ Enterprise — Deal 0599,PipelineIQ Enterprise,61162.27,Proposal,50,2023-01-26,,2023-04-13,,,30581.13
D00600,C0129,R003,PipelineIQ Enterprise — Deal 0600,PipelineIQ Enterprise,164479.97,Closed Won,100,2024-06-27,2024-09-10,,,75.0,164479.97
D00601,C0403,R004,PipelineIQ Starter — Deal 0601,PipelineIQ Starter,5469.58,Closed Lost,0,2024-11-29,2024-12-31,,No budget,32.0,0.0
D00602,C0026,R004,PipelineIQ Enterprise — Deal 0602,PipelineIQ Enterprise,222312.85,Proposal,50,2024-05-24,,2024-07-16,,,111156.43
D00603,C0217,R001,PipelineIQ Pro — Deal 0603,PipelineIQ Pro,42621.23,Qualification,25,2023-11-15,,2023-12-26,,,10655.31
D00604,C0231,R005,PipelineIQ Pro — Deal 0604,PipelineIQ Pro,32151.03,Qualification,25,2023-01-30,,2023-04-14,,,8037.76
D00605,C0015,R002,PipelineIQ Pro — Deal 0605,PipelineIQ Pro,41880.19,Closed Lost,0,2024-06-02,2024-09-14,,Poor fit,104.0,0.0
D00606,C0208,R003,PipelineIQ Pro — Deal 0606,PipelineIQ Pro,19579.95,Closed Won,100,2023-09-22,2024-01-03,,,103.0,19579.95
D00607,C0359,R002,PipelineIQ Pro — Deal 0607,PipelineIQ Pro,42414.77,Closed Won,100,2024-03-04,2024-04-17,,,44.0,42414.77
D00608,C0178,R003,PipelineIQ Pro — Deal 0608,PipelineIQ Pro,16896.73,Qualification,25,2024-09-10,,2024-11-27,,,4224.18
D00609,C0061,R004,PipelineIQ Starter — Deal 0609,PipelineIQ Starter,14253.52,Prospecting,10,2023-06-14,,2023-07-08,,,1425.35
D00610,C0356,R004,PipelineIQ Starter — Deal 0610,PipelineIQ Starter,6521.56,Prospecting,10,2024-03-14,,2024-05-15,,,652.16
D00611,C0200,R003,PipelineIQ Enterprise — Deal 0611,PipelineIQ Enterprise,144789.69,Qualification,25,2024-09-19,,2024-09-28,,,36197.42
D00612,C0467,R001,PipelineIQ Starter — Deal 0612,PipelineIQ Starter,6036.56,Prospecting,10,2023-04-05,,2023-05-23,,,603.66
D00613,C0031,R005,PipelineIQ Enterprise — Deal 0613,PipelineIQ Enterprise,213057.1,Qualification,25,2024-10-16,,2024-12-05,,,53264.28
D00614,C0265,R001,PipelineIQ Starter — Deal 0614,PipelineIQ Starter,12604.93,Closed Lost,0,2023-04-21,2023-06-21,,Poor fit,61.0,0.0
D00615,C0448,R005,PipelineIQ Pro — Deal 0615,PipelineIQ Pro,31842.01,Proposal,50,2023-05-11,,2023-06-06,,,15921.0
D00616,C0477,R003,PipelineIQ Starter — Deal 0616,PipelineIQ Starter,6728.89,Proposal,50,2024-03-30,,2024-04-01,,,3364.45
D00617,C0327,R004,PipelineIQ Pro — Deal 0617,PipelineIQ Pro,30614.04,Closed Lost,0,2023-09-27,2024-01-15,,Chose competitor,110.0,0.0
D00618,C0271,R002,PipelineIQ Pro — Deal 0618,PipelineIQ Pro,17664.89,Negotiation,75,2023-02-24,,2023-03-23,,,13248.67
D00619,C0221,R004,PipelineIQ Pro — Deal 0619,PipelineIQ Pro,23008.26,Negotiation,75,2023-12-17,,2024-01-16,,,17256.19
D00620,C0284,R005,PipelineIQ Pro — Deal 0620,PipelineIQ Pro,39375.2,Negotiation,75,2023-02-19,,2023-04-20,,,29531.4
D00621,C0090,R003,PipelineIQ Pro — Deal 0621,PipelineIQ Pro,49079.6,Proposal,50,2023-09-29,,2023-12-04,,,24539.8
D00622,C0450,R002,PipelineIQ Pro — Deal 0622,PipelineIQ Pro,19477.08,Negotiation,75,2024-05-30,,2024-07-11,,,14607.81
D00623,C0347,R003,PipelineIQ Pro — Deal 0623,PipelineIQ Pro,27671.02,Negotiation,75,2023-02-18,,2023-02-23,,,20753.26
D00624,C0174,R003,PipelineIQ Pro — Deal 0624,PipelineIQ Pro,23906.26,Negotiation,75,2024-10-29,,2024-12-28,,,17929.69
D00625,C0484,R001,PipelineIQ Enterprise — Deal 0625,PipelineIQ Enterprise,79128.4,Prospecting,10,2023-04-25,,2023-05-13,,,7912.84
D00626,C0315,R004,PipelineIQ Starter — Deal 0626,PipelineIQ Starter,6541.64,Negotiation,75,2023-10-20,,2023-12-28,,,4906.23
D00627,C0225,R005,PipelineIQ Enterprise — Deal 0627,PipelineIQ Enterprise,196194.44,Proposal,50,2023-03-28,,2023-05-25,,,98097.22
D00628,C0348,R003,PipelineIQ Pro — Deal 0628,PipelineIQ Pro,41745.5,Qualification,25,2024-10-22,,2025-01-13,,,10436.38
D00629,C0195,R002,PipelineIQ Enterprise — Deal 0629,PipelineIQ Enterprise,83271.53,Prospecting,10,2024-07-22,,2024-09-29,,,8327.15
D00630,C0336,R004,PipelineIQ Enterprise — Deal 0630,PipelineIQ Enterprise,83943.19,Prospecting,10,2023-12-29,,2023-12-31,,,8394.32
D00631,C0424,R005,PipelineIQ Enterprise — Deal 0631,PipelineIQ Enterprise,62155.64,Closed Won,100,2024-02-01,2024-03-04,,,32.0,62155.64
D00632,C0312,R002,PipelineIQ Starter — Deal 0632,PipelineIQ Starter,7549.3,Negotiation,75,2023-02-03,,2023-03-25,,,5661.98
D00633,C0458,R002,PipelineIQ Starter — Deal 0633,PipelineIQ Starter,8250.0,Proposal,50,2023-10-01,,2023-12-20,,,4125.0
D00634,C0440,R003,PipelineIQ Starter — Deal 0634,PipelineIQ Starter,8310.24,Qualification,25,2023-01-13,,2023-01-18,,,2077.56
D00635,C0226,R005,PipelineIQ Enterprise — Deal 0635,PipelineIQ Enterprise,207567.85,Negotiation,75,2023-03-12,,2023-05-02,,,155675.89
D00636,C0089,R001,PipelineIQ Pro — Deal 0636,PipelineIQ Pro,32680.48,Proposal,50,2024-03-11,,2024-04-25,,,16340.24
D00637,C0219,R003,PipelineIQ Pro — Deal 0637,PipelineIQ Pro,23893.59,Closed Won,100,2023-09-25,2023-10-29,,,34.0,23893.59
D00638,C0034,R005,PipelineIQ Starter — Deal 0638,PipelineIQ Starter,13258.52,Qualification,25,2024-01-06,,2024-04-04,,,3314.63
D00639,C0329,R005,PipelineIQ Pro — Deal 0639,PipelineIQ Pro,36096.86,Qualification,25,2023-04-20,,2023-04-22,,,9024.22
D00640,C0306,R003,PipelineIQ Enterprise — Deal 0640,PipelineIQ Enterprise,180182.19,Closed Won,100,2023-09-04,2023-11-26,,,83.0,180182.19
D00641,C0131,R005,PipelineIQ Starter — Deal 0641,PipelineIQ Starter,6470.84,Proposal,50,2024-06-08,,2024-09-01,,,3235.42
D00642,C0301,R005,PipelineIQ Enterprise — Deal 0642,PipelineIQ Enterprise,197068.23,Closed Won,100,2024-08-16,2024-10-10,,,55.0,197068.23
D00643,C0162,R005,PipelineIQ Enterprise — Deal 0643,PipelineIQ Enterprise,152898.49,Prospecting,10,2023-03-04,,2023-04-13,,,15289.85
D00644,C0430,R004,PipelineIQ Pro — Deal 0644,PipelineIQ Pro,35257.13,Prospecting,10,2023-04-18,,2023-05-24,,,3525.71
D00645,C0442,R002,PipelineIQ Pro — Deal 0645,PipelineIQ Pro,38835.83,Qualification,25,2023-02-07,,2023-02-19,,,9708.96
D00646,C0090,R004,PipelineIQ Enterprise — Deal 0646,PipelineIQ Enterprise,247299.14,Proposal,50,2024-12-28,,2025-01-30,,,123649.57
D00647,C0304,R005,PipelineIQ Pro — Deal 0647,PipelineIQ Pro,19627.04,Qualification,25,2024-10-26,,2024-11-24,,,4906.76
D00648,C0500,R005,PipelineIQ Pro — Deal 0648,PipelineIQ Pro,20695.69,Qualification,25,2023-04-16,,2023-05-06,,,5173.92
D00649,C0472,R004,PipelineIQ Starter — Deal 0649,PipelineIQ Starter,14853.31,Negotiation,75,2023-01-31,,2023-03-23,,,11139.98
D00650,C0474,R002,PipelineIQ Starter — Deal 0650,PipelineIQ Starter,14437.01,Proposal,50,2024-06-13,,2024-08-18,,,7218.51
D00651,C0063,R002,PipelineIQ Starter — Deal 0651,PipelineIQ Starter,12116.91,Proposal,50,2023-06-21,,2023-07-10,,,6058.45
D00652,C0009,R002,PipelineIQ Starter — Deal 0652,PipelineIQ Starter,13162.14,Prospecting,10,2023-06-29,,2023-06-30,,,1316.21
D00653,C0024,R004,PipelineIQ Starter — Deal 0653,PipelineIQ Starter,11916.65,Qualification,25,2024-01-24,,2024-02-08,,,2979.16
D00654,C0367,R005,PipelineIQ Starter — Deal 0654,PipelineIQ Starter,10079.23,Proposal,50,2024-11-23,,2025-01-24,,,5039.61
D00655,C0197,R003,PipelineIQ Pro — Deal 0655,PipelineIQ Pro,19259.59,Proposal,50,2023-07-13,,2023-08-30,,,9629.8
D00656,C0476,R002,PipelineIQ Starter — Deal 0656,PipelineIQ Starter,7887.64,Closed Won,100,2024-07-20,2024-08-27,,,38.0,7887.64
D00657,C0387,R001,PipelineIQ Pro — Deal 0657,PipelineIQ Pro,37745.65,Proposal,50,2024-08-26,,2024-10-31,,,18872.83
D00658,C0100,R005,PipelineIQ Starter — Deal 0658,PipelineIQ Starter,12861.69,Qualification,25,2024-10-18,,2024-11-05,,,3215.42
D00659,C0347,R005,PipelineIQ Pro — Deal 0659,PipelineIQ Pro,25826.55,Closed Won,100,2023-11-20,2024-03-06,,,107.0,25826.55
D00660,C0469,R001,PipelineIQ Starter — Deal 0660,PipelineIQ Starter,5348.69,Prospecting,10,2024-04-13,,2024-06-04,,,534.87
D00661,C0302,R003,PipelineIQ Starter — Deal 0661,PipelineIQ Starter,5035.08,Closed Won,100,2023-12-04,2024-03-09,,,96.0,5035.08
D00662,C0224,R001,PipelineIQ Pro — Deal 0662,PipelineIQ Pro,30313.72,Prospecting,10,2024-12-06,,2024-12-12,,,3031.37
D00663,C0038,R004,PipelineIQ Pro — Deal 0663,PipelineIQ Pro,49035.54,Negotiation,75,2023-10-03,,2023-10-15,,,36776.65
D00664,C0363,R003,PipelineIQ Starter — Deal 0664,PipelineIQ Starter,14049.87,Qualification,25,2023-11-03,,2023-11-15,,,3512.47
D00665,C0414,R002,PipelineIQ Starter — Deal 0665,PipelineIQ Starter,12040.8,Closed Won,100,2023-10-16,2023-10-17,,,1.0,12040.8
D00666,C0396,R005,PipelineIQ Pro — Deal 0666,PipelineIQ Pro,33957.88,Prospecting,10,2024-08-28,,2024-10-02,,,3395.79
D00667,C0390,R001,PipelineIQ Enterprise — Deal 0667,PipelineIQ Enterprise,143886.76,Proposal,50,2024-01-12,,2024-03-24,,,71943.38
D00668,C0194,R003,PipelineIQ Starter — Deal 0668,PipelineIQ Starter,9298.97,Proposal,50,2024-07-21,,2024-08-09,,,4649.48
D00669,C0311,R004,PipelineIQ Enterprise — Deal 0669,PipelineIQ Enterprise,195123.12,Proposal,50,2023-06-13,,2023-08-02,,,97561.56
D00670,C0285,R005,PipelineIQ Pro — Deal 0670,PipelineIQ Pro,42471.91,Proposal,50,2024-03-19,,2024-05-30,,,21235.96
D00671,C0339,R004,PipelineIQ Enterprise — Deal 0671,PipelineIQ Enterprise,229541.22,Proposal,50,2024-06-25,,2024-09-21,,,114770.61
D00672,C0412,R003,PipelineIQ Enterprise — Deal 0672,PipelineIQ Enterprise,147059.01,Proposal,50,2023-02-01,,2023-03-21,,,73529.51
D00673,C0460,R001,PipelineIQ Enterprise — Deal 0673,PipelineIQ Enterprise,135750.86,Qualification,25,2024-08-06,,2024-10-04,,,33937.71
D00674,C0068,R002,PipelineIQ Pro — Deal 0674,PipelineIQ Pro,15818.08,Proposal,50,2023-01-23,,2023-02-04,,,7909.04
D00675,C0268,R003,PipelineIQ Pro — Deal 0675,PipelineIQ Pro,45841.28,Negotiation,75,2024-04-10,,2024-06-30,,,34380.96
D00676,C0041,R004,PipelineIQ Enterprise — Deal 0676,PipelineIQ Enterprise,161813.56,Closed Won,100,2023-01-16,2023-02-24,,,39.0,161813.56
D00677,C0482,R005,PipelineIQ Enterprise — Deal 0677,PipelineIQ Enterprise,220956.12,Negotiation,75,2024-01-13,,2024-01-31,,,165717.09
D00678,C0236,R005,PipelineIQ Starter — Deal 0678,PipelineIQ Starter,12839.65,Qualification,25,2023-11-18,,2023-12-04,,,3209.91
D00679,C0198,R002,PipelineIQ Pro — Deal 0679,PipelineIQ Pro,30992.14,Negotiation,75,2024-05-14,,2024-06-21,,,23244.1
D00680,C0283,R005,PipelineIQ Enterprise — Deal 0680,PipelineIQ Enterprise,86975.64,Prospecting,10,2024-11-20,,2025-02-11,,,8697.56
D00681,C0224,R005,PipelineIQ Starter — Deal 0681,PipelineIQ Starter,7803.31,Proposal,50,2024-02-17,,2024-03-06,,,3901.66
D00682,C0301,R004,PipelineIQ Pro — Deal 0682,PipelineIQ Pro,21195.92,Prospecting,10,2023-12-09,,2024-02-13,,,2119.59
D00683,C0470,R003,PipelineIQ Starter — Deal 0683,PipelineIQ Starter,9492.79,Closed Won,100,2024-01-11,2024-02-15,,,35.0,9492.79
D00684,C0427,R003,PipelineIQ Starter — Deal 0684,PipelineIQ Starter,6052.36,Proposal,50,2024-01-17,,2024-03-20,,,3026.18
D00685,C0073,R002,PipelineIQ Starter — Deal 0685,PipelineIQ Starter,8189.6,Negotiation,75,2023-01-03,,2023-03-18,,,6142.2
D00686,C0010,R001,PipelineIQ Starter — Deal 0686,PipelineIQ Starter,13445.64,Qualification,25,2024-12-28,,2025-03-12,,,3361.41
D00687,C0210,R002,PipelineIQ Enterprise — Deal 0687,PipelineIQ Enterprise,59956.21,Proposal,50,2024-12-22,,2025-02-04,,,29978.1
D00688,C0434,R002,PipelineIQ Pro — Deal 0688,PipelineIQ Pro,48272.37,Proposal,50,2023-05-20,,2023-06-25,,,24136.19
D00689,C0455,R005,PipelineIQ Pro — Deal 0689,PipelineIQ Pro,49715.78,Proposal,50,2024-09-17,,2024-10-29,,,24857.89
D00690,C0267,R001,PipelineIQ Enterprise — Deal 0690,PipelineIQ Enterprise,227095.76,Qualification,25,2023-04-02,,2023-06-04,,,56773.94
D00691,C0135,R002,PipelineIQ Enterprise — Deal 0691,PipelineIQ Enterprise,239063.97,Closed Won,100,2023-06-14,2023-09-11,,,89.0,239063.97
D00692,C0483,R004,PipelineIQ Enterprise — Deal 0692,PipelineIQ Enterprise,140524.79,Prospecting,10,2023-03-16,,2023-05-05,,,14052.48
D00693,C0034,R003,PipelineIQ Enterprise — Deal 0693,PipelineIQ Enterprise,234839.2,Negotiation,75,2023-01-07,,2023-03-10,,,176129.4
D00694,C0191,R001,PipelineIQ Starter — Deal 0694,PipelineIQ Starter,12863.01,Closed Lost,0,2023-04-04,2023-04-19,,Poor fit,15.0,0.0
D00695,C0162,R001,PipelineIQ Starter — Deal 0695,PipelineIQ Starter,11104.18,Closed Won,100,2024-11-03,2024-11-15,,,12.0,11104.18
D00696,C0485,R001,PipelineIQ Starter — Deal 0696,PipelineIQ Starter,9274.04,Negotiation,75,2024-01-07,,2024-02-06,,,6955.53
D00697,C0237,R002,PipelineIQ Pro — Deal 0697,PipelineIQ Pro,16863.4,Proposal,50,2023-02-14,,2023-02-19,,,8431.7
D00698,C0132,R001,PipelineIQ Starter — Deal 0698,PipelineIQ Starter,13096.62,Proposal,50,2023-01-05,,2023-03-08,,,6548.31
D00699,C0288,R005,PipelineIQ Enterprise — Deal 0699,PipelineIQ Enterprise,215995.42,Negotiation,75,2024-08-10,,2024-09-19,,,161996.57
D00700,C0240,R002,PipelineIQ Enterprise — Deal 0700,PipelineIQ Enterprise,115445.76,Qualification,25,2024-08-04,,2024-10-10,,,28861.44
D00701,C0305,R004,PipelineIQ Pro — Deal 0701,PipelineIQ Pro,35758.43,Proposal,50,2023-12-19,,2024-01-05,,,17879.22
D00702,C0492,R001,PipelineIQ Pro — Deal 0702,PipelineIQ Pro,24766.0,Proposal,50,2024-02-28,,2024-03-11,,,12383.0
D00703,C0413,R002,PipelineIQ Enterprise — Deal 0703,PipelineIQ Enterprise,208606.31,Proposal,50,2024-04-30,,2024-05-26,,,104303.15
D00704,C0171,R001,PipelineIQ Pro — Deal 0704,PipelineIQ Pro,43382.79,Prospecting,10,2023-02-06,,2023-03-12,,,4338.28
D00705,C0351,R005,PipelineIQ Starter — Deal 0705,PipelineIQ Starter,6537.29,Negotiation,75,2024-02-17,,2024-03-17,,,4902.97
D00706,C0132,R002,PipelineIQ Starter — Deal 0706,PipelineIQ Starter,5687.21,Closed Won,100,2024-01-04,2024-03-01,,,57.0,5687.21
D00707,C0272,R003,PipelineIQ Enterprise — Deal 0707,PipelineIQ Enterprise,202788.18,Closed Won,100,2023-06-05,2023-07-29,,,54.0,202788.18
D00708,C0382,R005,PipelineIQ Starter — Deal 0708,PipelineIQ Starter,9056.32,Qualification,25,2024-03-21,,2024-03-26,,,2264.08
D00709,C0477,R002,PipelineIQ Pro — Deal 0709,PipelineIQ Pro,30673.16,Proposal,50,2023-09-15,,2023-10-24,,,15336.58
D00710,C0196,R002,PipelineIQ Enterprise — Deal 0710,PipelineIQ Enterprise,150675.96,Proposal,50,2023-11-22,,2023-12-22,,,75337.98
D00711,C0170,R002,PipelineIQ Enterprise — Deal 0711,PipelineIQ Enterprise,243809.44,Qualification,25,2024-07-07,,2024-07-14,,,60952.36
D00712,C0202,R003,PipelineIQ Pro — Deal 0712,PipelineIQ Pro,16857.55,Closed Won,100,2024-12-22,2024-12-29,,,7.0,16857.55
D00713,C0082,R001,PipelineIQ Pro — Deal 0713,PipelineIQ Pro,30714.5,Qualification,25,2024-01-08,,2024-02-28,,,7678.62
D00714,C0277,R001,PipelineIQ Starter — Deal 0714,PipelineIQ Starter,10645.71,Negotiation,75,2024-08-31,,2024-09-05,,,7984.28
D00715,C0359,R001,PipelineIQ Pro — Deal 0715,PipelineIQ Pro,46580.97,Qualification,25,2024-05-20,,2024-08-09,,,11645.24
D00716,C0052,R005,PipelineIQ Pro — Deal 0716,PipelineIQ Pro,40571.7,Negotiation,75,2023-04-15,,2023-05-15,,,30428.77
D00717,C0308,R005,PipelineIQ Starter — Deal 0717,PipelineIQ Starter,14967.81,Proposal,50,2024-02-02,,2024-02-15,,,7483.9
D00718,C0350,R003,PipelineIQ Enterprise — Deal 0718,PipelineIQ Enterprise,53819.32,Qualification,25,2024-12-22,,2025-02-17,,,13454.83
D00719,C0208,R002,PipelineIQ Pro — Deal 0719,PipelineIQ Pro,16889.42,Negotiation,75,2024-10-11,,2024-10-15,,,12667.06
D00720,C0482,R003,PipelineIQ Enterprise — Deal 0720,PipelineIQ Enterprise,174196.5,Closed Won,100,2023-10-02,2023-12-31,,,90.0,174196.5
D00721,C0225,R001,PipelineIQ Starter — Deal 0721,PipelineIQ Starter,11825.88,Closed Lost,0,2024-11-13,2024-12-01,,Chose competitor,18.0,0.0
D00722,C0081,R003,PipelineIQ Pro — Deal 0722,PipelineIQ Pro,42472.68,Closed Won,100,2023-03-02,2023-03-04,,,2.0,42472.68
D00723,C0057,R001,PipelineIQ Pro — Deal 0723,PipelineIQ Pro,41584.13,Negotiation,75,2023-03-22,,2023-05-02,,,31188.1
D00724,C0352,R002,PipelineIQ Pro — Deal 0724,PipelineIQ Pro,22510.96,Negotiation,75,2023-12-22,,2024-03-15,,,16883.22
