activity_id,deal_id,rep_id,activity_type,activity_date,duration_mins,outcome,notes,activity_month,is_positive
A003496,D00453,R001,Follow-up,2024-01-16,90,Neutral,Budget approved,2024-01,False
A003497,D00394,R001,Meeting,2024-06-19,120,Neutral,Decision deferred,2024-06,False
A003498,D01152,R004,Follow-up,2024-12-25,60,No Response,Sent pricing deck,2024-12,False
A003499,D00691,R002,Proposal Sent,2023-08-29,120,Neutral,Sent pricing deck,2023-08,False
A003500,D00392,R002,Follow-up,2024-11-16,60,Positive,Awaiting legal review,2024-11,True
A003501,D00604,R005,Proposal Sent,2023-05-29,45,Neutral,Awaiting legal review,2023-05,False
A003502,D00881,R002,Call,2023-05-21,90,Positive,Budget approved,2023-05,True
A003503,D01102,R001,Meeting,2023-02-25,90,No Response,Sent pricing deck,2023-02,False
A003504,D00085,R005,Proposal Sent,2023-12-12,60,Positive,,2023-12,True
A003505,D01054,R002,Follow-up,2023-07-17,90,No Response,Follow up scheduled,2023-07,False
A003506,D00049,R003,Email,2024-05-12,30,Neutral,,2024-05,False
A003507,D01169,R005,Proposal Sent,2024-11-24,15,Neutral,Stakeholder meeting set,2024-11,False
A003508,D00069,R005,Follow-up,2024-09-30,120,Neutral,Decision deferred,2024-09,False
A003509,D01082,R001,Call,2024-11-15,90,No Response,,2024-11,False
A003510,D00697,R002,Email,2023-03-06,30,Positive,Stakeholder meeting set,2023-03,True
A003511,D00479,R005,Email,2024-07-14,90,Positive,Budget approved,2024-07,True
A003512,D00820,R002,Demo,2024-07-24,120,Negative,Decision deferred,2024-07,False
A003513,D01195,R002,Demo,2024-01-05,120,Positive,Decision deferred,2024-01,True
A003514,D00147,R001,Email,2023-09-25,15,Positive,Awaiting legal review,2023-09,True
A003515,D01016,R001,Call,2023-10-06,120,Negative,Champion confirmed,2023-10,False
A003516,D00609,R004,Demo,2023-09-08,15,Neutral,Budget approved,2023-09,False
A003517,D00446,R003,Follow-up,2024-08-01,30,Positive,Stakeholder meeting set,2024-08,True
A003518,D00221,R002,Follow-up,2024-06-18,90,Positive,Budget approved,2024-06,True
A003519,D00095,R004,Call,2024-09-14,15,Neutral,Stakeholder meeting set,2024-09,False
A003520,D00262,R001,Proposal Sent,2024-11-28,90,Negative,Sent pricing deck,2024-11,False
A003521,D00897,R005,Demo,2024-06-13,30,Positive,Budget approved,2024-06,True
A003522,D01095,R001,Demo,2023-06-20,30,Negative,Stakeholder meeting set,2023-06,False
A003523,D00219,R001,Meeting,2024-10-13,45,Positive,Champion confirmed,2024-10,True
A003524,D00092,R001,Call,2024-05-27,30,Neutral,,2024-05,False
A003525,D00127,R004,Call,2023-03-14,45,Positive,Budget approved,2023-03,True
A003526,D00080,R005,Call,2024-07-02,15,Positive,Follow up scheduled,2024-07,True
A003527,D00983,R001,Meeting,2023-05-01,15,Neutral,Decision deferred,2023-05,False
A003528,D00916,R002,Follow-up,2023-02-09,45,Negative,Champion confirmed,2023-02,False
A003529,D00486,R001,Call,2023-06-11,60,Neutral,Champion confirmed,2023-06,False
A003530,D00694,R001,Meeting,2023-06-05,45,Positive,,2023-06,True
A003531,D00025,R002,Email,2023-02-20,60,Positive,Stakeholder meeting set,2023-02,True
A003532,D00156,R001,Call,2023-04-10,45,Positive,Sent pricing deck,2023-04,True
A003533,D00632,R002,Meeting,2023-03-11,15,Positive,Awaiting legal review,2023-03,True
A003534,D01081,R003,Meeting,2024-07-22,15,Positive,Champion confirmed,2024-07,True
A003535,D00019,R005,Call,2023-08-05,90,Negative,Decision deferred,2023-08,False
A003536,D00237,R002,Demo,2024-12-24,30,Neutral,Follow up scheduled,2024-12,False
A003537,D00277,R003,Call,2024-10-30,15,Positive,Sent pricing deck,2024-10,True
A003538,D00745,R001,Demo,2024-09-03,30,Neutral,Follow up scheduled,2024-09,False
A003539,D00552,R005,Call,2023-05-21,60,Neutral,Stakeholder meeting set,2023-05,False
A003540,D01177,R003,Call,2024-12-13,45,Negative,,2024-12,False
A003541,D00639,R005,Call,2023-05-14,120,No Response,Sent pricing deck,2023-05,False
A003542,D00237,R002,Call,2024-12-31,90,No Response,Follow up scheduled,2024-12,False
A003543,D00998,R003,Meeting,2024-01-22,15,Neutral,Sent pricing deck,2024-01,False
A003544,D00055,R002,Meeting,2023-12-12,45,Neutral,Stakeholder meeting set,2023-12,False
A003545,D00684,R003,Meeting,2024-02-26,120,No Response,Budget approved,2024-02,False
A003546,D00109,R005,Call,2023-08-18,15,Negative,Sent pricing deck,2023-08,False
A003547,D00373,R002,Follow-up,2024-12-06,30,No Response,Follow up scheduled,2024-12,False
A003548,D00973,R005,Follow-up,2024-01-01,60,No Response,Stakeholder meeting set,2024-01,False
A003549,D00201,R003,Email,2024-10-30,15,Negative,Budget approved,2024-10,False
A003550,D00849,R004,Meeting,2024-12-07,45,No Response,Awaiting legal review,2024-12,False
A003551,D00509,R002,Demo,2023-09-09,45,Positive,Decision deferred,2023-09,True
A003552,D00275,R002,Proposal Sent,2023-05-27,60,Neutral,Budget approved,2023-05,False
A003553,D00211,R003,Call,2023-12-26,120,Negative,Follow up scheduled,2023-12,False
A003554,D00504,R002,Email,2023-04-08,60,Neutral,Decision deferred,2023-04,False
A003555,D01142,R004,Meeting,2023-05-04,60,Negative,Champion confirmed,2023-05,False
A003556,D00703,R002,Call,2024-06-09,60,Neutral,,2024-06,False
A003557,D00042,R001,Proposal Sent,2023-11-17,45,Neutral,Sent pricing deck,2023-11,False
A003558,D00315,R002,Proposal Sent,2023-06-01,30,Positive,Stakeholder meeting set,2023-06,True
A003559,D00788,R003,Email,2023-02-05,15,Positive,Follow up scheduled,2023-02,True
A003560,D00329,R002,Email,2023-10-04,120,Neutral,Decision deferred,2023-10,False
A003561,D01041,R003,Proposal Sent,2023-07-06,120,No Response,,2023-07,False
A003562,D00283,R001,Demo,2024-12-19,45,Neutral,Awaiting legal review,2024-12,False
A003563,D00943,R003,Meeting,2023-11-08,30,Neutral,Budget approved,2023-11,False
A003564,D00258,R005,Follow-up,2024-10-17,15,Positive,Budget approved,2024-10,True
A003565,D00575,R002,Meeting,2024-12-31,120,Positive,Decision deferred,2024-12,True
A003566,D00574,R005,Demo,2024-11-09,60,Positive,Awaiting legal review,2024-11,True
A003567,D00612,R001,Proposal Sent,2023-07-23,45,No Response,Sent pricing deck,2023-07,False
A003568,D01043,R001,Demo,2024-08-06,120,Neutral,Champion confirmed,2024-08,False
A003569,D00837,R001,Email,2024-07-13,60,Positive,Champion confirmed,2024-07,True
A003570,D00423,R005,Email,2024-09-21,90,Positive,,2024-09,True
A003571,D00758,R003,Proposal Sent,2024-09-21,120,Positive,Stakeholder meeting set,2024-09,True
A003572,D00763,R005,Proposal Sent,2024-05-15,60,Positive,Awaiting legal review,2024-05,True
A003573,D01105,R005,Email,2024-08-16,120,No Response,Champion confirmed,2024-08,False
A003574,D00424,R002,Call,2024-10-11,60,Negative,Decision deferred,2024-10,False
A003575,D00429,R003,Proposal Sent,2024-02-02,60,Negative,Budget approved,2024-02,False
A003576,D00204,R005,Call,2023-07-20,15,Positive,Decision deferred,2023-07,True
A003577,D00196,R001,Call,2023-03-29,45,Positive,Budget approved,2023-03,True
A003578,D00728,R001,Demo,2023-04-03,60,No Response,Stakeholder meeting set,2023-04,False
A003579,D00285,R002,Follow-up,2024-04-13,30,Neutral,Decision deferred,2024-04,False
A003580,D00196,R001,Meeting,2023-04-04,60,Neutral,Budget approved,2023-04,False
A003581,D00307,R003,Demo,2023-12-23,30,No Response,Budget approved,2023-12,False
A003582,D00014,R004,Email,2024-02-13,30,Neutral,,2024-02,False
A003583,D01170,R005,Proposal Sent,2023-02-20,15,Positive,,2023-02,True
A003584,D01081,R003,Call,2024-06-19,90,Neutral,Sent pricing deck,2024-06,False
A003585,D00723,R001,Proposal Sent,2023-03-24,30,Positive,Decision deferred,2023-03,True
A003586,D00780,R002,Follow-up,2023-06-11,30,Neutral,Decision deferred,2023-06,False
A003587,D00529,R004,Follow-up,2023-09-21,45,Positive,Budget approved,2023-09,True
A003588,D00798,R002,Meeting,2023-06-01,30,Neutral,Follow up scheduled,2023-06,False
A003589,D00344,R001,Meeting,2024-11-09,120,Neutral,Stakeholder meeting set,2024-11,False
A003590,D00209,R004,Proposal Sent,2023-02-18,15,No Response,,2023-02,False
A003591,D00641,R005,Call,2024-08-15,120,No Response,Budget approved,2024-08,False
A003592,D00252,R005,Meeting,2024-07-01,60,Neutral,Follow up scheduled,2024-07,False
A003593,D00271,R001,Meeting,2023-07-26,90,Positive,Budget approved,2023-07,True
A003594,D00920,R004,Meeting,2024-11-06,60,Positive,Budget approved,2024-11,True
A003595,D00419,R004,Proposal Sent,2024-11-01,30,Neutral,Follow up scheduled,2024-11,False
A003596,D00795,R002,Proposal Sent,2023-10-20,120,Positive,Awaiting legal review,2023-10,True
A003597,D01100,R001,Call,2024-12-03,120,Negative,Follow up scheduled,2024-12,False
A003598,D00725,R005,Demo,2024-02-19,45,Neutral,Stakeholder meeting set,2024-02,False
A003599,D00433,R002,Follow-up,2023-05-29,60,Positive,,2023-05,True
A003600,D00109,R005,Call,2023-08-17,60,Positive,Decision deferred,2023-08,True
A003601,D00641,R005,Call,2024-07-04,45,Neutral,Decision deferred,2024-07,False
A003602,D01071,R001,Call,2023-07-22,120,No Response,Awaiting legal review,2023-07,False
A003603,D00379,R002,Proposal Sent,2023-11-21,120,Neutral,Decision deferred,2023-11,False
A003604,D01120,R001,Email,2024-12-01,120,Neutral,,2024-12,False
A003605,D00958,R003,Call,2024-11-22,120,Neutral,Budget approved,2024-11,False
A003606,D00103,R002,Demo,2023-06-23,60,Neutral,Sent pricing deck,2023-06,False
A003607,D00892,R005,Demo,2024-10-24,15,No Response,Budget approved,2024-10,False
A003608,D00854,R003,Follow-up,2024-07-17,120,Positive,Follow up scheduled,2024-07,True
A003609,D01170,R005,Proposal Sent,2023-04-04,60,Positive,Awaiting legal review,2023-04,True
A003610,D01051,R001,Follow-up,2024-09-13,120,Neutral,,2024-09,False
A003611,D00530,R004,Proposal Sent,2024-12-31,30,Positive,Budget approved,2024-12,True
A003612,D00679,R002,Demo,2024-07-30,15,Negative,Stakeholder meeting set,2024-07,False
A003613,D00989,R001,Proposal Sent,2023-01-11,60,Neutral,Stakeholder meeting set,2023-01,False
A003614,D01106,R005,Email,2024-04-19,30,Neutral,Budget approved,2024-04,False
A003615,D00428,R003,Proposal Sent,2023-04-21,90,Positive,Champion confirmed,2023-04,True
A003616,D00822,R001,Proposal Sent,2024-11-04,30,Neutral,Sent pricing deck,2024-11,False
A003617,D01186,R003,Proposal Sent,2024-05-30,120,Positive,,2024-05,True
A003618,D00932,R001,Proposal Sent,2023-08-26,15,Negative,Champion confirmed,2023-08,False
A003619,D01062,R001,Meeting,2023-04-23,90,No Response,Champion confirmed,2023-04,False
A003620,D00511,R002,Proposal Sent,2024-07-24,90,Negative,Sent pricing deck,2024-07,False
A003621,D00393,R004,Follow-up,2023-12-05,30,Positive,Follow up scheduled,2023-12,True
A003622,D00713,R001,Meeting,2024-01-17,30,Positive,Stakeholder meeting set,2024-01,True
A003623,D00494,R002,Email,2023-07-04,15,Neutral,Champion confirmed,2023-07,False
A003624,D00547,R005,Email,2024-11-14,45,Positive,Sent pricing deck,2024-11,True
A003625,D00594,R001,Call,2024-12-10,60,Neutral,Champion confirmed,2024-12,False
A003626,D00389,R004,Email,2024-08-20,45,Negative,Decision deferred,2024-08,False
A003627,D00158,R005,Call,2024-07-02,60,Positive,Champion confirmed,2024-07,True
A003628,D01028,R004,Proposal Sent,2024-08-10,90,No Response,,2024-08,False
A003629,D00167,R002,Email,2024-05-22,15,Positive,Stakeholder meeting set,2024-05,True
A003630,D00960,R002,Email,2023-10-14,30,Positive,,2023-10,True
A003631,D00409,R004,Follow-up,2024-12-04,45,Positive,Follow up scheduled,2024-12,True
A003632,D00194,R005,Follow-up,2023-10-12,15,Neutral,Sent pricing deck,2023-10,False
A003633,D00235,R002,Meeting,2023-12-16,45,Negative,Champion confirmed,2023-12,False
A003634,D00718,R003,Demo,2024-12-24,45,Neutral,Budget approved,2024-12,False
A003635,D01174,R002,Proposal Sent,2024-04-28,60,Positive,Sent pricing deck,2024-04,True
A003636,D01183,R001,Demo,2023-07-12,120,Neutral,Awaiting legal review,2023-07,False
A003637,D00816,R003,Email,2024-12-13,15,Neutral,Follow up scheduled,2024-12,False
A003638,D00404,R002,Follow-up,2024-07-08,120,Neutral,Follow up scheduled,2024-07,False
A003639,D00893,R001,Meeting,2024-08-24,30,Neutral,Decision deferred,2024-08,False
A003640,D00678,R005,Email,2024-03-12,45,Positive,Champion confirmed,2024-03,True
A003641,D00068,R005,Follow-up,2023-08-13,120,Neutral,Champion confirmed,2023-08,False
A003642,D00088,R002,Follow-up,2023-05-10,120,Neutral,Sent pricing deck,2023-05,False
A003643,D00217,R004,Call,2024-07-30,30,Positive,Follow up scheduled,2024-07,True
A003644,D00001,R003,Demo,2023-03-22,90,No Response,Champion confirmed,2023-03,False
A003645,D01159,R003,Demo,2023-09-15,120,Positive,Champion confirmed,2023-09,True
A003646,D00140,R004,Follow-up,2023-10-09,120,Negative,Decision deferred,2023-10,False
A003647,D00618,R002,Meeting,2023-05-26,60,Positive,Decision deferred,2023-05,True
A003648,D00133,R001,Email,2023-08-29,30,Positive,Sent pricing deck,2023-08,True
A003649,D00178,R005,Meeting,2024-07-26,60,Neutral,Budget approved,2024-07,False
A003650,D00810,R001,Proposal Sent,2024-11-24,120,Positive,Awaiting legal review,2024-11,True
A003651,D00380,R002,Follow-up,2023-09-28,15,Positive,Sent pricing deck,2023-09,True
A003652,D00908,R005,Meeting,2024-12-22,90,Positive,Awaiting legal review,2024-12,True
A003653,D00658,R005,Follow-up,2024-12-16,90,Neutral,Decision deferred,2024-12,False
A003654,D00450,R002,Email,2024-11-07,30,Positive,Stakeholder meeting set,2024-11,True
A003655,D00586,R005,Proposal Sent,2024-10-31,60,No Response,Decision deferred,2024-10,False
A003656,D00463,R005,Meeting,2024-12-30,30,Negative,Decision deferred,2024-12,False
A003657,D00990,R002,Email,2023-09-10,90,Neutral,Sent pricing deck,2023-09,False
A003658,D01132,R002,Follow-up,2023-04-29,45,Positive,Follow up scheduled,2023-04,True
A003659,D00122,R004,Follow-up,2023-10-14,15,Positive,Champion confirmed,2023-10,True
A003660,D00017,R005,Proposal Sent,2024-12-01,90,Positive,Sent pricing deck,2024-12,True
A003661,D00327,R005,Follow-up,2023-10-28,45,Positive,Stakeholder meeting set,2023-10,True
A003662,D00318,R003,Demo,2023-11-29,15,Neutral,Stakeholder meeting set,2023-11,False
A003663,D00809,R005,Proposal Sent,2023-05-22,45,Neutral,,2023-05,False
A003664,D00503,R001,Email,2024-10-09,30,Negative,Budget approved,2024-10,False
A003665,D00119,R003,Meeting,2023-12-27,90,Neutral,Follow up scheduled,2023-12,False
A003666,D00710,R002,Follow-up,2024-02-01,120,Positive,Follow up scheduled,2024-02,True
A003667,D00045,R001,Meeting,2023-07-06,60,Positive,Budget approved,2023-07,True
A003668,D00314,R002,Email,2024-10-06,45,No Response,Champion confirmed,2024-10,False
A003669,D00418,R001,Demo,2024-11-30,120,No Response,Sent pricing deck,2024-11,False
A003670,D00556,R003,Call,2024-09-02,60,Positive,,2024-09,True
A003671,D01102,R001,Follow-up,2023-03-11,30,Neutral,Follow up scheduled,2023-03,False
A003672,D00326,R003,Follow-up,2024-09-25,90,No Response,Decision deferred,2024-09,False
A003673,D00515,R001,Demo,2023-08-17,15,Positive,Decision deferred,2023-08,True
A003674,D00214,R005,Call,2024-11-08,45,Positive,Champion confirmed,2024-11,True
A003675,D00074,R005,Meeting,2024-03-12,90,Positive,Follow up scheduled,2024-03,True
A003676,D00509,R002,Email,2023-09-21,30,Positive,Awaiting legal review,2023-09,True
A003677,D00332,R001,Email,2024-02-20,15,Neutral,Budget approved,2024-02,False
A003678,D01117,R005,Meeting,2023-05-02,15,Negative,,2023-05,False
A003679,D00688,R002,Follow-up,2023-05-26,60,Positive,Stakeholder meeting set,2023-05,True
A003680,D00657,R001,Meeting,2024-12-24,90,Neutral,Awaiting legal review,2024-12,False
A003681,D01028,R004,Follow-up,2024-08-19,120,Positive,Budget approved,2024-08,True
A003682,D01162,R001,Email,2023-10-04,60,Negative,Follow up scheduled,2023-10,False
A003683,D00600,R003,Follow-up,2024-08-05,45,Neutral,Sent pricing deck,2024-08,False
A003684,D01076,R005,Call,2023-08-25,90,No Response,Sent pricing deck,2023-08,False
A003685,D00325,R004,Email,2024-03-25,15,Positive,Budget approved,2024-03,True
A003686,D00992,R001,Demo,2024-10-08,120,Neutral,Awaiting legal review,2024-10,False
A003687,D00717,R005,Meeting,2024-04-01,60,No Response,Stakeholder meeting set,2024-04,False
A003688,D00723,R001,Demo,2023-04-07,90,Positive,Follow up scheduled,2023-04,True
A003689,D00277,R003,Meeting,2024-07-28,15,Neutral,Sent pricing deck,2024-07,False
A003690,D00536,R001,Meeting,2024-05-29,45,Positive,,2024-05,True
A003691,D00152,R001,Meeting,2023-08-03,15,Positive,Decision deferred,2023-08,True
A003692,D00955,R003,Call,2023-07-24,90,Positive,Stakeholder meeting set,2023-07,True
A003693,D00259,R003,Demo,2024-01-30,60,Neutral,Decision deferred,2024-01,False
A003694,D00324,R005,Meeting,2023-06-28,120,Positive,Champion confirmed,2023-06,True
A003695,D01017,R001,Call,2024-03-06,15,Neutral,Stakeholder meeting set,2024-03,False
A003696,D00869,R004,Proposal Sent,2024-02-22,120,Neutral,Budget approved,2024-02,False
A003697,D01192,R001,Proposal Sent,2023-06-08,90,Neutral,Champion confirmed,2023-06,False
A003698,D00688,R002,Follow-up,2023-07-05,90,Neutral,,2023-07,False
A003699,D00310,R002,Proposal Sent,2023-05-13,90,No Response,Champion confirmed,2023-05,False
A003700,D00803,R004,Follow-up,2024-09-27,120,Positive,,2024-09,True
A003701,D01080,R004,Follow-up,2024-12-14,120,Positive,Budget approved,2024-12,True
A003702,D00620,R005,Proposal Sent,2023-02-22,30,Neutral,Awaiting legal review,2023-02,False
A003703,D00473,R002,Meeting,2024-02-22,30,Negative,Budget approved,2024-02,False
A003704,D00461,R001,Meeting,2024-09-22,45,Neutral,Budget approved,2024-09,False
A003705,D00814,R004,Follow-up,2024-07-14,60,Positive,Champion confirmed,2024-07,True
A003706,D00846,R003,Follow-up,2024-03-30,60,Negative,Stakeholder meeting set,2024-03,False
A003707,D01165,R004,Follow-up,2024-04-25,30,Neutral,Awaiting legal review,2024-04,False
A003708,D00667,R001,Meeting,2024-04-05,60,Positive,Decision deferred,2024-04,True
A003709,D00262,R001,Call,2024-12-08,45,No Response,Champion confirmed,2024-12,False
A003710,D00355,R001,Demo,2024-11-18,15,No Response,Decision deferred,2024-11,False
A003711,D00770,R001,Email,2024-11-23,60,Neutral,Champion confirmed,2024-11,False
A003712,D00180,R004,Email,2024-10-19,15,Positive,Decision deferred,2024-10,True
A003713,D00066,R003,Demo,2023-11-23,60,Neutral,Budget approved,2023-11,False
A003714,D00820,R002,Follow-up,2024-07-21,45,Positive,Awaiting legal review,2024-07,True
A003715,D00171,R002,Meeting,2023-02-04,30,Negative,Awaiting legal review,2023-02,False
A003716,D00474,R005,Call,2023-08-20,30,Positive,Follow up scheduled,2023-08,True
A003717,D00534,R004,Demo,2023-02-25,45,Positive,Sent pricing deck,2023-02,True
A003718,D01131,R002,Follow-up,2023-05-26,45,Positive,Budget approved,2023-05,True
A003719,D00439,R001,Call,2024-02-14,15,Positive,,2024-02,True
A003720,D00835,R003,Demo,2023-03-20,90,Positive,Stakeholder meeting set,2023-03,True
A003721,D00227,R002,Follow-up,2023-04-19,45,Positive,Sent pricing deck,2023-04,True
A003722,D00442,R005,Proposal Sent,2024-10-13,90,Negative,Decision deferred,2024-10,False
A003723,D00396,R005,Follow-up,2024-10-28,45,Positive,Sent pricing deck,2024-10,True
A003724,D00728,R001,Demo,2023-06-14,15,Positive,Sent pricing deck,2023-06,True
A003725,D00084,R004,Meeting,2023-08-13,45,Negative,Decision deferred,2023-08,False
A003726,D01037,R002,Demo,2023-07-28,120,Positive,Decision deferred,2023-07,True
A003727,D00693,R003,Proposal Sent,2023-03-23,90,No Response,Decision deferred,2023-03,False
A003728,D00493,R001,Meeting,2023-06-30,120,Positive,Champion confirmed,2023-06,True
A003729,D01144,R004,Proposal Sent,2023-04-09,90,Neutral,,2023-04,False
A003730,D00970,R001,Follow-up,2024-10-19,90,Negative,Stakeholder meeting set,2024-10,False
A003731,D00353,R004,Email,2024-03-19,15,Neutral,Sent pricing deck,2024-03,False
A003732,D01081,R003,Demo,2024-07-03,120,Positive,Champion confirmed,2024-07,True
A003733,D00040,R005,Demo,2024-09-03,60,No Response,Decision deferred,2024-09,False
A003734,D00640,R003,Follow-up,2023-12-30,30,Positive,,2023-12,True
A003735,D00173,R003,Proposal Sent,2023-11-08,30,Positive,Champion confirmed,2023-11,True
A003736,D00259,R003,Email,2024-01-10,120,Neutral,Decision deferred,2024-01,False
A003737,D00517,R004,Meeting,2024-02-14,45,No Response,Champion confirmed,2024-02,False
A003738,D00730,R002,Meeting,2023-05-08,90,Neutral,Awaiting legal review,2023-05,False
A003739,D00523,R001,Call,2024-09-12,45,Positive,Follow up scheduled,2024-09,True
A003740,D00839,R005,Follow-up,2023-11-28,15,No Response,Awaiting legal review,2023-11,False
A003741,D00117,R005,Meeting,2024-08-15,60,Negative,Awaiting legal review,2024-08,False
A003742,D00184,R003,Follow-up,2024-07-16,15,Positive,Awaiting legal review,2024-07,True
A003743,D01140,R003,Follow-up,2024-12-28,60,No Response,Sent pricing deck,2024-12,False
A003744,D00162,R004,Call,2024-06-24,15,Neutral,,2024-06,False
A003745,D00543,R005,Follow-up,2024-06-09,120,Positive,Stakeholder meeting set,2024-06,True
A003746,D00839,R005,Meeting,2023-08-17,15,Negative,Budget approved,2023-08,False
A003747,D01090,R002,Email,2024-12-21,45,Neutral,Sent pricing deck,2024-12,False
A003748,D01094,R004,Call,2023-09-16,45,Positive,Champion confirmed,2023-09,True
A003749,D00447,R003,Meeting,2024-12-30,15,Positive,Budget approved,2024-12,True
A003750,D00416,R001,Call,2024-10-26,60,Positive,Awaiting legal review,2024-10,True
A003751,D00532,R004,Proposal Sent,2023-12-28,30,Neutral,Sent pricing deck,2023-12,False
A003752,D00441,R002,Call,2024-08-30,15,Neutral,Sent pricing deck,2024-08,False
A003753,D00738,R002,Follow-up,2024-11-25,120,Neutral,Budget approved,2024-11,False
A003754,D00464,R003,Demo,2024-05-24,15,No Response,Awaiting legal review,2024-05,False
A003755,D00396,R005,Meeting,2024-10-16,90,Neutral,,2024-10,False
A003756,D00711,R002,Demo,2024-09-09,30,Positive,Follow up scheduled,2024-09,True
A003757,D00395,R003,Email,2023-11-13,45,Positive,Budget approved,2023-11,True
A003758,D00326,R003,Demo,2024-09-27,60,Positive,,2024-09,True
A003759,D01115,R003,Meeting,2024-07-06,30,Positive,Awaiting legal review,2024-07,True
A003760,D00750,R002,Follow-up,2023-04-08,45,Neutral,Decision deferred,2023-04,False
A003761,D01094,R004,Follow-up,2023-11-08,45,Negative,Budget approved,2023-11,False
A003762,D01190,R004,Demo,2024-11-05,120,Neutral,Awaiting legal review,2024-11,False
A003763,D00642,R005,Meeting,2024-09-12,120,Negative,Decision deferred,2024-09,False
A003764,D00214,R005,Call,2024-12-11,15,Positive,,2024-12,True
A003765,D00369,R003,Proposal Sent,2023-03-29,60,Neutral,Champion confirmed,2023-03,False
A003766,D00049,R003,Meeting,2024-06-19,60,Positive,Budget approved,2024-06,True
A003767,D01076,R005,Follow-up,2023-07-28,15,Positive,Champion confirmed,2023-07,True
A003768,D00133,R001,Demo,2023-08-23,120,Neutral,Sent pricing deck,2023-08,False
A003769,D00999,R002,Email,2024-12-24,45,Negative,Champion confirmed,2024-12,False
A003770,D00786,R003,Email,2024-01-15,30,Positive,Awaiting legal review,2024-01,True
A003771,D01190,R004,Email,2024-12-11,30,Neutral,Awaiting legal review,2024-12,False
A003772,D00373,R002,Meeting,2024-12-02,120,Positive,Awaiting legal review,2024-12,True
A003773,D00479,R005,Demo,2024-05-21,45,Neutral,Awaiting legal review,2024-05,False
A003774,D00832,R002,Meeting,2024-10-19,45,Negative,Decision deferred,2024-10,False
A003775,D00650,R002,Email,2024-06-24,15,Neutral,Decision deferred,2024-06,False
A003776,D00682,R004,Call,2024-01-27,120,Positive,Budget approved,2024-01,True
A003777,D00688,R002,Follow-up,2023-09-04,45,No Response,Follow up scheduled,2023-09,False
A003778,D00082,R002,Call,2023-08-26,45,Positive,Budget approved,2023-08,True
A003779,D00087,R003,Proposal Sent,2023-08-21,45,No Response,Champion confirmed,2023-08,False
A003780,D00225,R005,Meeting,2023-08-25,45,Positive,Decision deferred,2023-08,True
A003781,D00016,R003,Demo,2023-08-31,120,Positive,,2023-08,True
A003782,D00822,R001,Email,2024-12-04,60,Negative,Awaiting legal review,2024-12,False
A003783,D00163,R004,Follow-up,2023-09-27,45,Negative,Stakeholder meeting set,2023-09,False
A003784,D00514,R001,Call,2024-02-13,60,No Response,Budget approved,2024-02,False
A003785,D00350,R004,Follow-up,2024-12-24,120,Positive,Decision deferred,2024-12,True
A003786,D00681,R005,Email,2024-03-30,30,Positive,Stakeholder meeting set,2024-03,True
A003787,D01116,R004,Follow-up,2024-08-03,90,Negative,Awaiting legal review,2024-08,False
A003788,D00181,R003,Proposal Sent,2024-01-01,120,Positive,,2024-01,True
A003789,D00743,R001,Call,2024-11-14,30,No Response,Decision deferred,2024-11,False
A003790,D00660,R001,Demo,2024-07-01,90,Neutral,Awaiting legal review,2024-07,False
A003791,D00493,R001,Call,2023-07-09,30,Negative,Awaiting legal review,2023-07,False
A003792,D00923,R001,Demo,2023-10-12,120,No Response,Follow up scheduled,2023-10,False
A003793,D00128,R001,Email,2023-05-02,30,Neutral,Stakeholder meeting set,2023-05,False
A003794,D00565,R001,Email,2023-10-26,60,Positive,Budget approved,2023-10,True
A003795,D00550,R002,Email,2023-07-25,45,Neutral,Sent pricing deck,2023-07,False
A003796,D00453,R001,Call,2024-02-15,45,Positive,Stakeholder meeting set,2024-02,True
A003797,D00471,R002,Demo,2024-04-26,30,Negative,Stakeholder meeting set,2024-04,False
A003798,D00988,R004,Follow-up,2023-07-09,30,Neutral,,2023-07,False
A003799,D00738,R002,Follow-up,2024-12-03,30,Positive,Budget approved,2024-12,True
A003800,D00224,R004,Email,2023-11-11,45,Positive,Awaiting legal review,2023-11,True
A003801,D00154,R002,Call,2023-05-09,15,Positive,Stakeholder meeting set,2023-05,True
A003802,D00560,R001,Email,2023-07-22,60,Negative,Champion confirmed,2023-07,False
A003803,D00351,R001,Meeting,2024-06-29,15,Positive,,2024-06,True
A003804,D01171,R005,Meeting,2023-06-01,30,Neutral,Decision deferred,2023-06,False
A003805,D00349,R004,Meeting,2023-06-24,45,No Response,Champion confirmed,2023-06,False
A003806,D00182,R005,Call,2023-12-11,120,Neutral,Budget approved,2023-12,False
A003807,D00637,R003,Follow-up,2023-10-08,90,Positive,Sent pricing deck,2023-10,True
A003808,D01018,R005,Meeting,2024-12-12,15,No Response,Champion confirmed,2024-12,False
A003809,D00179,R004,Follow-up,2024-12-10,120,Positive,Stakeholder meeting set,2024-12,True
A003810,D01063,R001,Demo,2024-08-04,15,Neutral,Budget approved,2024-08,False
A003811,D00772,R002,Meeting,2023-06-14,120,Negative,Awaiting legal review,2023-06,False
A003812,D00894,R004,Follow-up,2023-02-20,30,Neutral,Champion confirmed,2023-02,False
A003813,D01027,R002,Call,2024-09-18,60,No Response,Follow up scheduled,2024-09,False
A003814,D01016,R001,Call,2023-11-16,120,No Response,Follow up scheduled,2023-11,False
